问题,出现总次数,出现的数据集数量,出现的数据集列表
What is the spatial relationship between the bare surface and any river or stream in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the agricultural fields and the patches of natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
Which type of landscape best describes the majority of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects from the list is visible in the bottom right part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct rivers can be seen flowing through the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the cropland?,1,1,Landsat30-AU-VQA-train
How many road corridors are visible in the bottom left corner of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the town and the cropland in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road corridors are visible in the bottom side or the image?,1,1,Landsat30-AU-VQA-train
How many distinct coastlines are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the largest forest block and the surrounding cropland?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridors and the cropland plots?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the coastline in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (such as rivers or small lakes) can be seen in the image?,1,1,Landsat30-AU-VQA-train
Which type of land cover dominates the majority of this image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be observed in the bottom left part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct river-like features can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many rivers are visible in the top left part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
How many islands are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surface and the stream in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the lake and the river in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated vegetation and the bare surface?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the urban fabric in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between vegetation and bare surface in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the cultivated cropland patches?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated fields and the natural terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the relationship between the bare surface and any visible water bodies in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (includs sea or ocean) can be seen in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the sandy strip and the water in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is clearly visible running across the image?,1,1,Landsat30-AU-VQA-train
How many prominent ridges are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct cropland field sections are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the roads in the image?,1,1,Landsat30-AU-VQA-train
How many distinct sandy beach stretches can be observed along the coast in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (such as the sea or river) are visible in the image?,1,1,Landsat30-AU-VQA-train
How many main road corridors are visible in the upper left part of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is present in the right part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the reservoir in the image?,1,1,Landsat30-AU-VQA-train
How many distinct ponds can be observed in the top right of the image?,1,1,Landsat30-AU-VQA-train
How many roads are clearly visible in the image?,2,1,Landsat30-AU-VQA-train
How many golf courses can be identified in the image?,1,1,Landsat30-AU-VQA-train
How many distinct artificial surfaces can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated fields and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the beach and the vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the top left corner of the image?,1,1,Landsat30-AU-VQA-train
How many major river channels can be seen in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the top left area of the image?,1,1,Landsat30-AU-VQA-train
Which type of landscape best describes the central area of this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the largest water body and the natural bare surfaces?,1,1,Landsat30-AU-VQA-train
How many distinct open pit mines can be seen in the image?,2,1,Landsat30-AU-VQA-train
How many distinct land-water boundaries (coastlines) are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the sandy spit and the tidal channel?,1,1,Landsat30-AU-VQA-train
How many distinct green irrigated field patches are visible in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects from the list is visible in the bottom left corner of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between natural bare surfaces and artificial surfaces in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridors and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the agricultural fields and the natural vegetation?,1,1,Landsat30-AU-VQA-train
Which of the following water features is clearly visible in the image?,1,1,Landsat30-AU-VQA-train
What is the primary type of land cover visible in this image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the industrial complex and the forest in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the river system in the image?,1,1,Landsat30-AU-VQA-train
How many distinct islands can be observed in the water near the coastline?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between cultivated vegetation and natural vegetation in the image?,1,1,Landsat30-AU-VQA-train
Where is the agricultural area primarily located in relation to the bare surface?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the airstrip and the coast?,1,1,Landsat30-AU-VQA-train
How many water bodies are clearly visible in the centre of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated terrestrial vegetation and the bare patches?,1,1,Landsat30-AU-VQA-train
What is the dominant land cover type in the left portion of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road and the natural vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated terrestrial vegetation and the natural terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
How many distinct vegetated patches can be observed on the land in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the natural bare surfaces in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surface and the cultivated areas in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated fields and the urban fabric in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the water body and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the predominant type of land cover in this centre of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects from the list is visible in the upper right part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridors and the natural bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated land and the dirt tracks in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the predominant land cover type shown in the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the rectangular fields in the image?,1,1,Landsat30-AU-VQA-train
How many distinct small towns are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the green fields and the natural bare surface in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the clouds and the landscape in the image?,1,1,Landsat30-AU-VQA-train
How many distinct highways can be identified crossing the image diagonally?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the dirt tracks in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surface and the road in the image?,1,1,Landsat30-AU-VQA-train
How many ponds can be identified in the image?,1,1,Landsat30-AU-VQA-train
How many distinct river or stream channels can be seen crossing the patchwork fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare ground and the drainage lines in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the surrounding surfaces?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the urban area in the image?,1,1,Landsat30-AU-VQA-train
How many distinct ponds or lakes are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between bare surface and vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the rectangular cropland fields and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the water bodies in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road corridors can be seen crossing the cropland fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural bare surfaces and the river in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the pond in the image?,1,1,Landsat30-AU-VQA-train
How many clouds can be observed in the upper right corner of the image?,1,1,Landsat30-AU-VQA-train
How many river corridors can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland fields and the road corridors in the image?,2,1,Landsat30-AU-VQA-train
How many river systems are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (excluding rivers) can be seen in the image?,1,1,Landsat30-AU-VQA-train
How many distinct large lakes are visible in the image?,1,1,Landsat30-AU-VQA-train
Where are the mining activities located relative to the largest water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
How many roads can be identified in the upper right part of the image?,1,1,Landsat30-AU-VQA-train
What is the relationship between the river channels and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the lake and the urban fabric in the image?,1,1,Landsat30-AU-VQA-train
How many distinct areas of small town or human settlement are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the lake in the image?,1,1,Landsat30-AU-VQA-train
How many circular green fields can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the circular irrigated fields and the cropland?,1,1,Landsat30-AU-VQA-train
How many distinct clouds can be observed in the upper left of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the circular irrigated fields in the image?,1,1,Landsat30-AU-VQA-train
Where is the natural terrestrial vegetation mainly located in relation to the river?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (ponds or lakes) can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural terrestrial vegetation and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the open pit mine?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare ground and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the natural terrestrial vegetation and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies or ponds are visible in the upper right area of the image?,1,1,Landsat30-AU-VQA-train
How many clouds are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
How many triangular-shaped green fields are present in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural bare surfaces and the area with natural vegetation?,1,1,Landsat30-AU-VQA-train
How many distinct rectangular agricultural fields are visible in the image?,1,1,Landsat30-AU-VQA-train
Which of the following features can be observed in the upper right corner of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the surrounding natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
How many rivers are visible crossing the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between cultivated terrestrial vegetation and bare or sparsely vegetated fields in the image?,1,1,Landsat30-AU-VQA-train
How many distinct complete islands can be observed in the water body?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be identified in the left centre of the image?,1,1,Landsat30-AU-VQA-train
How many distinct roads can be seen crossing the area?,1,1,Landsat30-AU-VQA-train
What type of general landscape is primarily shown in this image?,1,1,Landsat30-AU-VQA-train
How many distinct Open site mines can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water basins or ponds are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the fields in the image?,1,1,Landsat30-AU-VQA-train
How many large distinct water bodies are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the open pit mine and the industrial complex?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the tributaries and the central stream in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated terrestrial vegetation and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
How many major river bends (oxbow bends) are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated terrestrial vegetation and the bare ground?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the light-colored patch in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the urban areas in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road and the forested area in the image?,1,1,Landsat30-AU-VQA-train
What type of scene is depicted in the image?,1,1,Landsat30-AU-VQA-train
How many distinct bare surface areas are visible along the water's edge in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen in the top left part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct urban fabric clusters can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the relationship between the access roads and the cropland fields?,1,1,Landsat30-AU-VQA-train
What is the dominant type of environment visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural bare surface and other key objects in the image?,1,1,Landsat30-AU-VQA-train
How many distinct ponds can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the water bodies in the upper part of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is clearly visible in the lower part of the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is clearly visible along the right edge of the image?,1,1,Landsat30-AU-VQA-train
How many distinct rivers are visible in the upper part of the image?,1,1,Landsat30-AU-VQA-train
Which of the following features is visible in the lower left portion of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river/intermittent stream and the rectangular patches?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated vegetation and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the ridges and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
How many clouds can be identified crossing the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the vegetation patches?,1,1,Landsat30-AU-VQA-train
How many distinct open pit mines are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct golf courses can be observed in the image?,1,1,Landsat30-AU-VQA-train
How many complete green irrigated circles are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the bare surface?,1,1,Landsat30-AU-VQA-train
Which of the following features can be observed winding through the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the surrounding bare surfaces?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cloud and the circular irrigated field?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the linear track and the patch of dark natural bare surface?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the winding river and the rectangular fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare ground surfaces and the cultivated fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural terrestrial vegetation and the bare surfaces?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the town and the fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the coastline and the cropland in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the road corridor?,1,1,Landsat30-AU-VQA-train
What is the relationship between the river and the cultivated fields?,1,1,Landsat30-AU-VQA-train
How many distinct areas of breaking waves are visible along the coastline?,1,1,Landsat30-AU-VQA-train
How many oxbow lakes can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the coastline and the sea in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the forested areas?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural watercourses and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rectangular fields and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the lake and the vegetated landmass in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the small town and the green fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the linear tracks and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
How many distinct rivers can be observed in this bottom part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct rivers or streams can be observed crossing the landscape?,1,1,Landsat30-AU-VQA-train
What is the primary land-cover type shown in this image?,1,1,Landsat30-AU-VQA-train
"How many large, distinct agricultural fields can be identified in the image?",1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the linear track and the watercourse in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the forest and the cultivated vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridors and the cropland in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated cropland and the forest in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the coastline and the urban area?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the large rectangular fields and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the water body and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the river and the bare land in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland fields and the road corridor in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the green vegetated area and the reddish-brown bare surface?,1,1,Landsat30-AU-VQA-train
How many distinct irrigated fields are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the water and the islands in the image?,1,1,Landsat30-AU-VQA-train
How many major water bodies (rivers or lakes) are visible in the image?,1,1,Landsat30-AU-VQA-train
How many major river or stream features are visible crossing the fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the forested area in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the urban fabric in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the top right part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the mining facility and the road corridor?,1,1,Landsat30-AU-VQA-train
How are the natural bare surfaces and vegetation spatially related in the image?,1,1,Landsat30-AU-VQA-train
What type of land cover best describes the environment in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rectangular enclosures and the road corridor in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible in the lower right corner of the image?,2,1,Landsat30-AU-VQA-train
Which of the following features is visible winding through the lower part of the image?,1,1,Landsat30-AU-VQA-train
How many visible streams can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the forest and the cultivated cropland in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is not visible in the right side of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the lake and the bare surface?,1,1,Landsat30-AU-VQA-train
What is the relationship between the road corridor and the natural terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the natural bare surface?,2,1,Landsat30-AU-VQA-train
How many distinct clouds can be observed in the water?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the cultivated terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the water channel and the vegetated area?,1,1,Landsat30-AU-VQA-train
How many main river corridors are visible in the image?,1,1,Landsat30-AU-VQA-train
Which best describes the main land cover type in the lower half of the image?,1,1,Landsat30-AU-VQA-train
Where is the lake located relative to the cropland in the image?,1,1,Landsat30-AU-VQA-train
How many distinct patches of clouds are visible in the image?,2,1,Landsat30-AU-VQA-train
Which land cover type best describes the majority of the area in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is visible as a prominent feature in this image?,1,1,Landsat30-AU-VQA-train
What type of land cover is predominantly visible in this image?,1,1,Landsat30-AU-VQA-train
What is the dominant land cover type in the central and lower parts of the image?,1,1,Landsat30-AU-VQA-train
How many major water bodies (including rivers and lakes) are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the ocean and the coastline in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies can be seen in the bottom edge of the image?,1,1,Landsat30-AU-VQA-train
Where are the cultivated fields located in relation to the river in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the natural terrestrial vegetation and the roads?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the ocean and the sandy beach in the image?,1,1,Landsat30-AU-VQA-train
How is the river positioned in relation to the surrounding bare surface?,1,1,Landsat30-AU-VQA-train
How many distinct snow cover areas are visible in the image?,1,1,Landsat30-AU-VQA-train
Where is the road corridor located in relation to the river?,1,1,Landsat30-AU-VQA-train
What is the predominant type of landscape shown in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies can be seen in the bottom of the image?,1,1,Landsat30-AU-VQA-train
What is the main type of environment depicted in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surfaces and the water in the image?,1,1,Landsat30-AU-VQA-train
How many distinct green field patches can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban area and the surrounding cropland fields?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be observed in the upper side of the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects can be seen running through the center of the image?,1,1,Landsat30-AU-VQA-train
How many distinct roads are visible in the right side of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cropland and the bare soil in the image?,1,1,Landsat30-AU-VQA-train
Which type of land cover dominates the left half of the image?,1,1,Landsat30-AU-VQA-train
How does the river-like feature relate spatially to the bare surface?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between bare ground and natural bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the wetland patches?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between cropland and dense forest in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rectangular fields in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies (such as lakes) are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct water bodies are clearly visible in the bottom left part of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the road corridor and the water body in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the beach and the water body in this image?,1,1,Landsat30-AU-VQA-train
How many distinct beaches are visible along the coastline in the image?,1,1,Landsat30-AU-VQA-train
How many distinct cultivated field patches can be observed in the image?,1,1,Landsat30-AU-VQA-train
How are the natural bare surfaces distributed in relation to the other land covers in the image?,1,1,Landsat30-AU-VQA-train
How many distinct patches of cultivated terrestrial vegetation can be identified in the image?,1,1,Landsat30-AU-VQA-train
How many distinct urban fabric areas (towns/cities) are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the urban area and the cultivated vegetation?,1,1,Landsat30-AU-VQA-train
How many haul roads can be identified in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the forested area and the cultivated fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rectangular fields and the roads in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the ocean and the islands in the image?,1,1,Landsat30-AU-VQA-train
How many distinct artificial areas can be identified in the image?,1,1,Landsat30-AU-VQA-train
How many large cropland fields are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct patches of cultivated terrestrial vegetation can be observed?,1,1,Landsat30-AU-VQA-train
"How many distinct water bodies (ocean, river, or stream) are visible in the image?",1,1,Landsat30-AU-VQA-train
What is the spatial relation between the urban fabric and the cultivated land in the image?,1,1,Landsat30-AU-VQA-train
How many major river channels can be seen traversing the image?,1,1,Landsat30-AU-VQA-train
How many rivers are present in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the circular green fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the cultivated terrestrial vegetation patches?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the small town and the surrounding land?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the irrigated fields and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the linear feature and the surrounding surface?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the forested hills and the cultivated terrestrial vegetation?,1,1,Landsat30-AU-VQA-train
What is the relationship between bare ground and natural terrestrial vegetation in this image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the vegetated surface and the bare surface in the image?,1,1,Landsat30-AU-VQA-train
How many distinct road networks are visible crossing the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road and the cropland in the image?,1,1,Landsat30-AU-VQA-train
How many distinct river channels are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct river meanders are clearly visible in the image?,1,1,Landsat30-AU-VQA-train
How many clouds can be visually identified in the image?,1,1,Landsat30-AU-VQA-train
How many major river corridors can be observed crossing the cropland fields?,1,1,Landsat30-AU-VQA-train
Which type of land cover dominates the upper right area of the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the rectangular green fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare patches and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cultivated fields and the forest patches?,1,1,Landsat30-AU-VQA-train
How many distinct big water bodies (lakes or reservoirs) are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the urban area and the coastline?,1,1,Landsat30-AU-VQA-train
How many distinct ponds can be identified in the upper right part of the image?,1,1,Landsat30-AU-VQA-train
How many distinct areas of urban or built-up surfaces are visible in the image?,1,1,Landsat30-AU-VQA-train
Which of the following objects is clearly visible in the upper right part of the image?,1,1,Landsat30-AU-VQA-train
What is the dominant land cover type in the center of the image?,2,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban fabric and the river in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the drainage lines and the bare ground in the image?,1,1,Landsat30-AU-VQA-train
Which of the following is present in the lower left corner of the image?,1,1,Landsat30-AU-VQA-train
How many major artificial surfaces (such as a mine or built-up area) can be identified in the image?,1,1,Landsat30-AU-VQA-train
How many clearly distinct cropland parcels are visible in the image?,1,1,Landsat30-AU-VQA-train
How many distinct clusters of farm buildings or storage facilities are visible in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between vegetated surfaces and bare patches in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban fabric and the fields in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the bare surface and the vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the rocky corridor and the cropland fields?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the urban areas and the water bodies in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the watercourse and the bare surfaces in the image?,1,1,Landsat30-AU-VQA-train
How many distinct clusters of trees are visible in the upper right part of the image?,1,1,Landsat30-AU-VQA-train
How many main river channels can be observed in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the road corridor and the bare surfaces?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the river and the tributaries in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the dirt tracks and the bare areas in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the bare surfaces and the terrestrial vegetation in the image?,1,1,Landsat30-AU-VQA-train
What is the spatial relation between the cultivated land and the river?,1,1,Landsat30-AU-VQA-train
Where is the vegetation mainly located in relation to the river?,1,1,Landsat30-AU-VQA-train
What is the spatial relationship between the cropland and the natural bare surface in the image?,1,1,Landsat30-AU-VQA-train
